Lens ID,Title,Date Published,Publication Year,Publication Type,Source Title,ISSNs,Publisher,Source Country,Author/s,Abstract,Volume,Issue Number,Start Page,End Page,Fields of Study,Keywords,MeSH Terms,Chemicals,Funding,Source URLs,External URL,PMID,DOI,Microsoft Academic ID,PMCID,Citing Patents Count,References,Citing Works Count
114-055-423-459-094,Analytical Cartography,2011-04-20,2011,book chapter,The Map Reader,,"John Wiley & Sons, Ltd",,Waldo R. Tobler,,,,32,36,,,,,,,http://dx.doi.org/10.1002/9780470979587.ch5,,10.1002/9780470979587.ch5,,,0,022-234-617-672-406; 032-025-673-096-919; 032-267-199-375-188; 033-926-921-270-387; 037-928-884-236-714; 046-301-369-166-421; 049-965-823-056-152; 059-502-292-762-518; 074-606-876-553-859; 098-577-419-119-097; 100-818-072-770-458; 129-997-519-022-376; 137-584-415-309-326; 165-519-832-271-335,0
114-621-420-629-792,Geographical Filters and their Inverses,2010-09-03,2010,journal article,Geographical Analysis,00167363; 15384632,Wiley,United States,Waldo R. Tobler,,1,3,234,253,Computer science,,,,,https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1538-4632.1969.tb00621.x http://onlinelibrary.wiley.com/doi/10.1111/j.1538-4632.1969.tb00621.x/abstract,http://dx.doi.org/10.1111/j.1538-4632.1969.tb00621.x,,10.1111/j.1538-4632.1969.tb00621.x,2063422984,,1,004-779-456-459-942; 013-539-817-020-585; 015-134-065-582-32X; 016-705-207-394-790; 022-745-438-144-266; 029-788-960-118-778; 030-910-393-760-933; 035-665-503-003-18X; 038-005-466-107-435; 040-929-725-356-789; 042-802-786-757-302; 043-457-790-078-777; 045-882-442-820-197; 050-886-608-189-358; 055-681-977-182-306; 058-120-692-995-249; 078-267-515-580-28X; 084-407-684-454-988; 086-374-261-706-551; 088-867-880-869-921; 089-981-546-871-925; 093-278-152-480-892; 117-251-578-928-673; 117-312-167-035-471; 118-731-272-066-715; 126-841-198-073-075; 127-518-759-412-097; 129-980-253-856-419; 137-895-711-149-126; 138-438-851-756-65X; 140-474-318-906-955; 146-549-435-754-921; 146-695-480-008-122; 147-501-728-333-702; 157-260-904-963-163; 158-874-305-640-138; 162-903-083-862-548; 165-692-229-947-539; 168-932-888-637-656; 180-894-467-480-355,50
114-703-310-996-347,Spezielle Pathologie,1942-05-01,1942,journal article,Journal of Cancer Research and Clinical Oncology,01715216; 14321335,Springer Science and Business Media LLC,,null Tobler; null Ostertag; null Jäger; Franz Sørensen; null Sandera,,52,S3,182,184,,,,,,,http://dx.doi.org/10.1007/bf01639566,,10.1007/bf01639566,,,0,,0
116-069-137-840-177,A Transformational View of Cartography,,1979,journal article,The American Cartographer,00941689,Informa UK Limited,United States,Waldo R. Tobler,"Cartographic transformations are applied to locative geographic data and to substantive geographic data. Conversion between locative aliases are between points, lines, and areas. Substantive transformations occur in map interpolation, filtering, and generalization, and in map reading. The theoretical importance of the inverses is in the study of error propagation effects.",6,2,101,106,Propagation of uncertainty; Interpolation; Generalization; Locative case; Map reading; Mathematics; Transformational leadership; Cartography; Theoretical computer science,,,,,https://www.geog.ucsb.edu/~kclarke/Geography128/Tobler_1979.pdf https://www.tandfonline.com/doi/abs/10.1559/152304079784023104 https://core.ac.uk/display/101018600,http://dx.doi.org/10.1559/152304079784023104,,10.1559/152304079784023104,1989068932,,0,018-220-864-712-493; 029-212-418-304-077; 032-721-043-797-568; 035-665-503-003-18X; 052-726-615-663-804; 057-869-582-390-183; 059-452-640-417-591; 059-502-292-762-518; 060-955-914-311-154; 062-489-023-024-204; 077-048-071-673-998; 081-673-402-045-602; 085-851-588-892-635; 089-228-952-818-863; 094-030-907-076-108; 127-518-759-412-097; 137-584-415-309-326; 165-519-832-271-335; 171-133-172-597-131,68
116-943-880-469-974,Drüsen (ekkrine und endokrine),,1942,journal article,Zeitschrift für Krebsforschung,01715216; 14321335,Springer Science and Business Media LLC,,null Tobler; null Henningsen; Arthur Hintze; Dobay István; null Schaefer; null Pohlandt,,52,S1,36,38,,,,,,,http://dx.doi.org/10.1007/bf01629953,,10.1007/bf01629953,,,0,,0
118-130-808-661-296,Stand und Entwicklungstendenzen der Feinschneidtechnik,,2000,journal article,Materialwissenschaft und Werkstofftechnik,09335137; 15214052,Wiley,United Kingdom,S. Schlagau; W. Tobler,The State-of-the-art in Fineblanking enables the process-reliable and economic production of three-dimensional multifunction-parts. The combination of Fineblanking with other Cold-forming operations - beyond semi-piercings or weld nipples - are leading continuously to new applications. The motivation for such creative solutions is the permanent cost-down pressure of the parts.,31,11,972,978,Engineering; Welding; Economic production; Mechanical engineering,,,,,https://onlinelibrary.wiley.com/doi/abs/10.1002/1521-4052%28200011%2931%3A11%3C972%3A%3AAID-MAWE972%3E3.0.CO%3B2-3,http://dx.doi.org/10.1002/1521-4052(200011)31:11<972::aid-mawe972>3.0.co;2-3,,10.1002/1521-4052(200011)31:11<972::aid-mawe972>3.0.co;2-3,1965011924,,0,,1
119-101-713-543-733,Pathologische Anatomie (Sektionstechnik) und Physiologie,,1942,journal article,Deutsche Zeitschrift für die Gesamte Gerichtliche Medizin,09379827; 14371596,Springer Science and Business Media LLC,,W. Fischer; Gerd Peters; null Eversbusch; null Jacob; null Tobler; null Tilk; H. Keilhack; null Vogeler; H. Oeser; null Steffel; null Weimann; null Merkel; Arno Warstadt; Rudolf Koch; null Schiersmann; R. Janzen; null Magnussen; null Ostertag; null König; null Voss; null Pohlandt; null Demuth; null Bremner; null Pönitz; null Schlossberger; null Reinhardt; H. Gross,,36,S3,192,207,,,,,,,http://dx.doi.org/10.1007/bf01758642,,10.1007/bf01758642,,,0,,0
119-927-178-590-853,Einzelreferate und Buchbesprechungen,,1922,journal article,Klinische Wochenschrift,00232173; 14321440,Springer Science and Business Media LLC,,M. H. Fischer; G. B. Gruber; null Hayward; null Schmitz; null Braun; null Freudenberg; null Peiper; null Rosenberg; null Oppenheimer; null Neisser; null Halberstaedter; null Frik; A. W. Fischer; null Seligmann; null Herzfeld; null Staehelin; null Zinn; W. Fischer; null Hoffa; null Friedberg; null Dietlen; null Preuss; null Dessecker; null Griesbach; null Gottschalk; null Tandler; null Pfaundler; null Dietrich; null Jonas; null Finkenrath; null Jaffé; null Glaserfeld; null Tobler; null Skiner; null Simon; null Engwer; null Buschke; null Zuntz; null Valentin; null Koch; null Siemerling; null Vogel; null Sturmann; null Euler; null Partsch,,1,13,640,651,,,,,,,http://dx.doi.org/10.1007/bf01714163,,10.1007/bf01714163,,,0,,0
120-757-238-784-972,Derivation of a spatially continuous transportation model,,1985,journal article,Transportation Research Part A: General,01912607,Elsevier BV,United Kingdom,Waldo R. Tobler,,19,2,169,172,Distribution (mathematics); Flow network; Quadratic equation; Traffic flow; Applied mathematics; Mathematics; Flow (mathematics); Simulation; Numerical analysis; Lagrangian; Mathematical model,,,,,https://www.sciencedirect.com/science/article/pii/019126078590024X https://trid.trb.org/view/270503,http://dx.doi.org/10.1016/0191-2607(85)90024-x,,10.1016/0191-2607(85)90024-x,1985601453,,0,013-407-151-308-640; 061-053-384-501-594; 067-280-518-231-71X; 072-212-018-293-427; 133-375-995-872-855,6
122-689-682-750-729,Einzelreferate und Buchbesprechungen,,1923,journal article,Klinische Wochenschrift,00232173; 14321440,Springer Science and Business Media LLC,,Kl. Meier; null Thannhauser; null Vogt; J. Bauer; null Bachauer; null Tobler; null Christeller; null Cbristeixer; null Magnus-Alsleben; null Finkenrath; null Herzfeld; null Schübel; null Loewe; null Koenigsfeld; null Heyn; null Rosenberg; null Hellwig; A. W. Fischer; null Reiter; null Braun; null Deusch; H. Hirschfeld; null Eckstein; null Schlesinger; null Fabian; null Eisner; null Weigert; null Rosenow; null Nick; null Dietrich; null Kuhn; null Fischer; null Meyer; null Simon; null Koch,,2,8,364,371,,,,,,,http://dx.doi.org/10.1007/bf01724709,,10.1007/bf01724709,,,0,,0
123-427-202-453-618,Zeitschriften,,1933,journal article,Klinische Wochenschrift,00232173; 14321440,Springer Science and Business Media LLC,,null Mendel; null Herzfeld; null Koenigsfeld; H. Hirschfeld; null Schall; null Vaternahm; null Holthusen; null Salinger; null Hirsch; null Friedemann; null Michaelis; null Schübel; null Finkenrath; null Bonfils; null Hecht; null Tobler; null Versé; null Eisner-Behrend; null Zinn; null Deusch; null Otte; null Oberniedermayr; null Fuchs; null Becker; null Loewenberg; null Dietrich; null Jonas,,12,13,517,521,,,,,,,http://dx.doi.org/10.1007/bf01757060,,10.1007/bf01757060,,,0,,1
126-483-622-931-570,Regional analysis: Time series extended to two dimensions,,1973,,,,,,Waldo R. Tobler,,,,,,Series (mathematics); Applied mathematics; Computer science,,,,,http://www.geographiapolonica.pl/article/item/8651.html,http://www.geographiapolonica.pl/article/item/8651.html,,,179763268,,0,041-658-614-339-032,2
127-510-301-995-626,Einzelreferate und Buchbesprechungen,,1924,journal article,Klinische Wochenschrift,00232173; 14321440,Springer Science and Business Media LLC,,null v. Weizsäcker; null Huebschmann; Emil Neisser; null Tobler; null Peiper; null Wolff; null Braun; null Schiff; H. Straub; null Rosenow; null Lange; null Eckstein; null Dietrich; null Starkenstein; null Flaskamp; null Jonas; null Halberstädter; null Frik; null Hellwig; null Koch; null Herzfeld; null Schübel; null Dietlen; null Edens; H. Hirschfeld; null Koenigsfeld; null Langer; null Hoesslin; null Deusch; null Eisner-Behrend; null Kleinschmidt; A. W. Fischer; null Dessecker; null Becker; G. Eisner; null Adler; null Bostroem; null Nervenkrankheiten; O. Wiener; null Henning; null Goldstein; H. Hoffmann,,3,2,82,89,,,,,,,http://dx.doi.org/10.1007/bf01735105,,10.1007/bf01735105,,,0,,0
127-518-759-412-097,An experiment in the computer generalization of maps.,,1964,,,,,,Waldo R. Tobler,,,,,,Quasi-open map; Algebra; Map projection; Generalization; Computer science,,,,,https://deepblue.lib.umich.edu/handle/2027.42/7972,https://deepblue.lib.umich.edu/handle/2027.42/7972,,,1490339291,,0,,15
127-639-907-741-927,An update to ‘Numerical Map Generalization’,,1989,journal article,Cartographica: The International Journal for Geographic Information and Geovisualization,03177173; 19119925,University of Toronto Press Inc. (UTPress),Canada,Waldo R. Tobler,"Mathematical procedures for the generalization of isarithmic maps are derived. It is shown that the level of generalization for different purposes may be specified in advance, and that under certain conditions the original map can be recreated from the generalized map. Les procedures mathematiques utilisees pour la generalisation des cartes d'isarithmes sont derivees. L'article montre que le niveau de generalisation peut etre specifie a l'avance en fonction des buts vises et que, sous certaines conditions, la carte originale peut etre recree a partir de la carte generalisee.",26,1,7,25,Algorithm; Algebra; Generalization; Cartographic generalization; Mathematics; Generalized map,,,,,https://utpjournals.press/doi/pdf/10.3138/U2U2-K560-4L26-2663,http://dx.doi.org/10.3138/u2u2-k560-4l26-2663,,10.3138/u2u2-k560-4l26-2663,2018920159,,0,006-400-584-891-370; 086-374-261-706-551; 171-412-809-871-903,3
128-777-891-922-644,Referatenteil,,1922,journal article,Klinische Wochenschrift,00232173; 14321440,Springer Science and Business Media LLC,,null Petersen; Erwin Christeller; null Martius; null Bauer; null Edens; null Frik; null Deusch; null Eckstein; null Zinn; Emil Neisser; null Weigert; null Levinger; null Schlesinger; null Nick; null Hayward; A. W. Fischer; null Fischer; H. Hirschfeld; null Rosenow; null Westenhöfer; null Israel; null Jonas; null Buschke; v. Lichtenberg; null Finkenrath; null Esch; null Dietrich; null Schrader; L. Kleeberg; null Sprinz; null Tobler; null Juliusberg; null Glaserfeld; null Galewsky; null Engwer,,1,32,1615,1624,,,,,,,http://dx.doi.org/10.1007/bf02033141,,10.1007/bf02033141,,,0,,0
130-391-882-627-539,Geobase Information System Impacts on Space Image Formats,1978-04-01,1978,,,,,,D. S. Simonett; Terence R. Smith; W. Tobler; Danny Marks; James Frew; Jeff Dozier,"As Geobase Information Systems increase in number, size and complexity, the format compatability of satellite remote sensing data becomes increasingly more important. Because of the vast and continually increasing quantity of data available from remote sensing systems the utility of these data is increasingly dependent on the degree to which their formats facilitate, or hinder, their incorporation into Geobase Information Systems. To merge satellite data into a geobase system requires that they both have a compatible geographic referencing system. Greater acceptance of satellite data by the user community will be facilitated if the data are in a form which most readily corresponds to existing geobase data structures. The conference addressed a number of specific topics and made recommendations.",,,,,Digital image processing; Data processing; Data structure; Information system; Information retrieval; Data science; Digital data; Satellite remote sensing; Computer programming; Computer science; Image file formats,,,,,https://repository.exst.jaxa.jp/dspace/handle/a-is/175956 https://ntrs.nasa.gov/api/citations/19790012739/downloads/19790012739.pdf https://ntrs.nasa.gov/archive/nasa/casi.ntrs.nasa.gov/19790012739.pdf,https://repository.exst.jaxa.jp/dspace/handle/a-is/175956,,,1540420707,,0,033-340-977-814-293; 085-822-140-396-235,4
132-833-257-806-214,"Über die Anwendung eines A.S.-Gemisches als Nahrungszulage, insbesondere bei Frühgeburten",,,book chapter,Acides Amin�s,,S. Karger AG,,W. Tobler,,,,324,328,,,,,,https://www.karger.com/Article/Abstract/382363,http://dx.doi.org/10.1159/000382363,,10.1159/000382363,2428741461,,0,,0
135-172-809-022-455,Einzelreferate und Buchbesprechungen,,1928,journal article,Klinische Wochenschrift,00232173; 14321440,Springer Science and Business Media LLC,,M. Matthes; Martin Mayer; null Peiper; null Peipee; null HÜbner; null Dietlen; null Vaternahm; null Cramer; null Deusch; null Zinn; null Seligmann; Wilhelm Stepp; null Grassheim; null Tobler; null Griesbach; O. Wiener; null Noeggerath; null Eckstein; null Eisner-Behrend; null Sperling; null Dietrich; null Jonas; null Valentin; null Koch; K. Hirschfeld; null Simon; null Mendel; null Goldstein; Karl Birnbaum,,7,24,1145,1152,,,,,,,http://dx.doi.org/10.1007/bf01738130,,10.1007/bf01738130,,,0,,0
136-974-735-033-004,Vorkommen (Statistik I),,1942,journal article,Zeitschrift für Krebsforschung,01715216; 14321335,Springer Science and Business Media LLC,,Franz Sørensen; Annelise Schlüter; null Fetscher; null Plaats; null Gerlach; Axel Olsen; null Tobler,,53,3-4,178,180,,,,,,,http://dx.doi.org/10.1007/bf02178775,,10.1007/bf02178775,,,0,,0
140-429-197-287-939,Versicherungsrechtliche Medizin,,1928,journal article,Deutsche Zeitschrift für die Gesamte Gerichtliche Medizin,09379827; 14371596,Springer Science and Business Media LLC,,null Ransohoff; null Kroiβ; null Kroiss; K. Kroner; S. Kalischer; null Weimann; null Jahnel; null Lamers; null Ziemke; null Seelert; Erna Ball; null Haim; null Kehrer; E. Loewy-Hattendorf; null Klestadt; null Esch; F. Jendralski; null Cramer; null Roelofs; null Wibaut; G. Braun; H. Merkel; null Janssen; null Dencks; null Veiel; null Tobler; null Wiese; Endre Makai,,12,S4,38,51,,,,,,,http://dx.doi.org/10.1007/bf01756255,,10.1007/bf01756255,,,0,,0
144-659-494-089-671,Einzelreferate und Buchbesprechungen,,1923,journal article,Klinische Wochenschrift,00232173; 14321440,Springer Science and Business Media LLC,,null v. Weizsäcker; null Schübel; null Oppenheimer; null Hayward; null Heyn; null Herzfeld; null Reiter; null Schiff; null Koenigsfeld; null Ulrici; null Deusch; null Frik; null Hellwig; null Zinn; null Rosenow; H. Hirschfeld; null Eisner-Behrend; C. v. Noorden; null Griesbach; null Eckstein; null Lipschitz; null Peiper; null Freudenberg; null Weigert; null Jonas; null Dietrich; null Schrader; null Finkenrath; null Juliusberg; null Halberstaedter; null Buschke; null Tobler; null Koch; null Simon; null Meyer; null Steiner; null Valentin; null Henning; null Goldstein; Emil Neisser; null Sturmann; null Esch; null Preuss; null Vogel; null Mendel; null Kobrak,,2,49,2253,2264,,,,,,,http://dx.doi.org/10.1007/bf01712047,,10.1007/bf01712047,,,0,,0
145-043-892-025-244,Einzelreferate und Buchbesprechungen,,1923,journal article,Klinische Wochenschrift,00232173; 14321440,Springer Science and Business Media LLC,,null Gottstein; null Poll; H. Hirschfeld; Emil Neisser; null Koenigsfeld; null Eisner; null Finkenrath; A. W. Fischer; null Oppenheimer; null Frik; null Flaskamp; null Esch; null Vogel; null Hellwig; null Koch; null Peiper; null Schiff; null Herzfeld; null Allein; null Seligmann; null Schmitz; null Braun; null Deusch; null Eckstein; null Hellwig; null Edens; null Albertini; J. Strasburger; null Schlesinger; null Dessecker; null Dietlen; null Christeller; null Tobler; H. Hirschfeld; null Freudenberg; null Starkenstein; null Eisner; H. Strauss; null Rosenberg; null v. Lichtenberg; null Israd; C. Noeggerath; null Weigert; null Tobias; null Henning; null Mendel; null Friedemann; null Steiner; null Wiener; null Goldstein; R. Hirschfeld; null Kramer; null Naef,,2,35,1661,1670,,,,,,,http://dx.doi.org/10.1007/bf01722821,,10.1007/bf01722821,,,0,,0
145-389-847-705-791,Etiology of retrolental fibroplasia,1952-04-12,1952,journal article,Schweizerische medizinische Wochenschrift,00367672,EMH Swiss Medical Publishers Ltd.,Switzerland,H Goldmann; W Tobler,,82,15,381,385,Etiology; Dermatology; MEDLINE; Medicine,RETROLENTAL FIBROPLASIA/etiology and pathogenesis,"Humans; Infant, Newborn; Retinopathy of Prematurity/etiology",,,https://www.ncbi.nlm.nih.gov/pubmed/14930764 https://pubmed.ncbi.nlm.nih.gov/14930764/,https://www.ncbi.nlm.nih.gov/pubmed/14930764,14930764,,2444004164,,0,,10
145-505-159-723-81X,Statistik,,1939,journal article,Zeitschrift für Krebsforschung,01715216; 14321335,Springer Science and Business Media LLC,,null Fetscher; W. Dietrich; null Tobler; null Hellner; F. J. Schmelzer; H. Hruszek; null Böhmig; Annelise Schlüter,,49,S6,306,311,,,,,,,http://dx.doi.org/10.1007/bf01623716,,10.1007/bf01623716,,,0,,0
146-229-575-194-337,在高 defibrillation 阀值的管理的 defibrillation 向量的概念,,2013,,,,,,null Kevin; null Hayes; null Abhishek; null Deshmukh; null Sadip; null Pant; null Gareth; null Tobler; null Hakan; null Paydak,"We present a case where defibrillation threshold was dangerously elevated to the point that the patient had no safety margin,and his implantable cardioverter-defibrillator generator was discovered to have migrated.Generator migration reduces the distance between the can and the coil,effectively creating a smaller bipolar current and sparing the left ventricle from the current needed for defibrillation.This case underscores the importance of securing the generator in place,as this patient would have been spared multiple shocks and an invasive medical procedure had his generator been better secured.",,4,106,108,Internal medicine; Cardiology; Defibrillation threshold; Safety margin; Electromagnetic coil; Medicine,,,,,http://www.cqvip.com/QK/71417X/201304/1003032729.html,http://www.cqvip.com/QK/71417X/201304/1003032729.html,,,2759762887,,0,,0
146-381-432-038-456,Zeitschriften,,1933,journal article,Klinische Wochenschrift,00232173; 14321440,Springer Science and Business Media LLC,,null Zorn; null Eisner-Behrend; null Magnus-Alsleben; null Fuchs; null Herzfeld; null Michaelis; null Zinn; null Oppenheimer; W. Fischer; null Preuss; null Tobler; null Grassheim; null Taterka; null Koenigsfeld; null Oberniedermayr; null Schumacher; null Bernhardt; null Dietrich; null Jonas; null Versé; null Blumenfeldt; null Friedemann; null Goldstein; null Mendel; null Wohlwill,,12,23,917,921,,,,,,,http://dx.doi.org/10.1007/bf01786180,,10.1007/bf01786180,,,0,,0
146-512-343-508-169,Cartograms as Map Projections,2017-04-05,2017,book chapter,Lecture Notes in Geoinformation and Cartography,18632246; 18632351,Springer International Publishing,,Waldo R. Tobler,Distance cartograms can be viewed as a special type of azimuthal map projection. Area cartograms are a generalization of equal area maps in the sense that conventional equal area maps are a special case of area cartograms in which the physical earth surface is the propeerty that is preserved. This can be shown by examination of the map projection equations.,,,149,159,Special case; Lambert azimuthal equal-area projection; Cartogram; Type (model theory); Azimuth; Map projection; Generalization; Pure mathematics; Graph paper; Mathematics,,,,,https://rd.springer.com/chapter/10.1007/978-3-319-51835-0_5 https://link.springer.com/chapter/10.1007%2F978-3-319-51835-0_5,http://dx.doi.org/10.1007/978-3-319-51835-0_5,,10.1007/978-3-319-51835-0_5,2604762888,,0,009-980-094-141-107; 011-082-236-438-107; 026-651-185-730-790; 029-356-854-920-047; 059-452-640-417-591; 065-595-262-333-782; 070-161-130-381-507; 079-144-964-009-528; 079-841-987-429-414; 101-516-802-884-389,1
146-694-318-392-467,Einzelreferate und Buchbesprechungen,,1923,journal article,Klinische Wochenschrift,00232173; 14321440,Springer Science and Business Media LLC,,null Schmieden; null Klose; null Jüngling; null Magnus-Alsleben; null Lorentz; null Loewe; null Oppenheimer; null Schiff; null Hellwig; null Christeller; null Braun; null Schmitz; null Eckstein; Emil Neisser; null Herzfeld; null Frik; null Dessecker; null Weigert; null Dietlen; null Dietrich; null Benfey; null Freudenberg; null Eisner; null Kuhn; null Flaskamp; null Schrader; null Jonas; null Rost; null Buschke; null Finkenrath; null Tobler; null Heyn; null Reiter; null Jaffé; null Simon; null Meyer,,2,21,988,995,,,,,,,http://dx.doi.org/10.1007/bf01716237,,10.1007/bf01716237,,,0,,0
148-619-233-135-915,RESIDUELLE VERANDERUNGEN NACH VARIZELLEN-PNEUMONIE,,1999,journal article,Schweizerische Medizinische Wochenschrift,00367672,,,W. Tobler; E. Russi,,129,50,,,Gynecology; Medicine,,,,,,,,,2515848234,,0,,0
148-998-350-701-886,An Alternative Formulation for Spatial-Interaction Modeling,1983-05-01,1983,journal article,Environment and Planning A: Economy and Space,0308518x; 14723409,SAGE Publications,United Kingdom,Waldo R. Tobler,"Elementary geometric assumptions are used to derive a spatial-interaction model in which places are related to each other through a set of simultaneous linear equations. The system has simple properties with respect to aggregation and turnover, yet incorporates spatial competition, adjacency, and effects of geographic shadowing. The objective function satisfied by the model reduces congestion and minimizes the per capita work; solves a quadratic transportation-problem and fulfils in-sum and out-sum constraints. The associated Lagrangians can be interpreted as pushes and pulls, or as shadow prices. A spatially continuous version of the model consists of coupled elliptical partial differential equations with Neumann boundary conditions, solvable by numerical methods. With migration data from the United States of America the model yields an amazingly good fit, better than existing models and with fewer free parameters. Inversion of the model yields an estimate of distances between regions. In-movement rates ...",15,5,693,703,Adjacency list; Mathematical optimization; Quadratic equation; Shadow price; Free parameter; Neumann boundary condition; Applied mathematics; Mathematics; Numerical analysis; Linear equation; Partial differential equation,,,,,http://journals.sagepub.com/doi/10.1068/a150693 https://econpapers.repec.org/article/pioenvira/v_3a15_3ay_3a1983_3ai_3a5_3ap_3a693-703.htm https://ideas.repec.org/a/sae/envira/v15y1983i5p693-703.html https://journals.sagepub.com/doi/10.1068/a150693,http://dx.doi.org/10.1068/a150693,,10.1068/a150693,2089512773,,0,011-986-821-097-405; 013-407-151-308-640; 017-319-035-184-076; 023-837-995-278-202; 035-509-626-383-683; 040-618-284-108-81X; 057-672-337-587-776; 060-303-615-333-085; 080-893-542-981-687; 100-075-567-817-866; 105-441-855-867-891; 118-504-481-134-77X; 155-112-145-941-82X,42
150-311-207-792-365,Zeitschriften,,1933,journal article,Klinische Wochenschrift,00232173; 14321440,Springer Science and Business Media LLC,,null Schübel; null Koenigsfeld; null Blumenfeldt; null Buschke; null Oberniedermayr; H. Hirschfeld; null Otte; null Fuchs; null Lewy; null Versé; null Eisner-Behrend; null Herzfeld; null Tobler; null Loewenberg; null Magnus-Alsleben; null Holthusen; null Hirsch; null Zinn; null Buschke; null Michaelis; null Griesbach; null Gottschalk; null Sperling; null Lenneberg; null Grassheim; O. A. Schwarz; null Rosenberg; null Lipschitz; W. Fischer,,12,9,357,361,,,,,,,http://dx.doi.org/10.1007/bf02093527,,10.1007/bf02093527,,,0,,0
151-088-817-338-140,A Quadtree for Global Information Storage,2010-09-03,2010,journal article,Geographical Analysis,00167363; 15384632,Wiley,United States,Waldo R. Tobler; Zi-tan Chen,,18,4,360,371,Data mining; Quadtree; Global information; Computer science,,,,,https://www.onlinelibrary.wiley.com/doi/10.1111/j.1538-4632.1986.tb00108.x https://www.onlinelibrary.wiley.com/doi/pdf/10.1111/j.1538-4632.1986.tb00108.x https://www.onlinelibrary.wiley.com/doi/abs/10.1111/j.1538-4632.1986.tb00108.x,http://dx.doi.org/10.1111/j.1538-4632.1986.tb00108.x,,10.1111/j.1538-4632.1986.tb00108.x,2013249857,,0,003-832-845-419-710; 003-843-678-982-218; 009-813-576-662-804; 014-005-289-495-48X; 022-890-003-112-979; 026-556-348-945-134; 032-416-571-344-342; 035-903-136-289-884; 056-179-929-713-072; 064-094-881-360-307; 066-380-662-968-232; 066-453-265-145-202; 069-310-020-313-205; 086-651-352-422-039; 110-709-995-855-396; 125-067-770-912-807; 127-565-312-666-711; 132-431-303-546-15X; 153-601-461-023-611; 162-526-131-005-33X,23
152-638-065-480-290,Einzelreferate und Buchbesprechungen,,1924,journal article,Klinische Wochenschrift,00232173; 14321440,Springer Science and Business Media LLC,,null Thannhauser; P. Rona; null Gaza; null Oppenheimer; null Becker; null Tobler; null Versé; null Koenigsfeld; null Preuss; null Sperling; null Eckstein; null Eisner-Behrend; null Herzfeld; null Deusch; null Schübel; A. W. Fischer; null Schlesinger; null Gärsubstrate; null Griesbach; null Mendel; O. Wiener; Kurt Mendel; Karl Birnbaum; null Goldstein; null Wiener,,3,29,1329,1335,,,,,,,http://dx.doi.org/10.1007/bf01854884,,10.1007/bf01854884,,,0,,0
155-444-573-371-924,Morphologie,,1931,journal article,Zeitschrift für Krebsforschung,01715216; 14321335,Springer Science and Business Media LLC,,null Collier; null Tobler; null Krauspe; null Demuth; H. Brach; null Sponholz; null Hadda; Erwin Graff-Pancsova; Hans Otto Neumann; Robert Meyer; V. E. Mertens; Hugo Roth; null Schwarz; K. Kaufmann,,33,1-2,6,19,,,,,,,http://dx.doi.org/10.1007/bf01618988,,10.1007/bf01618988,,,0,,0
157-413-013-747-664,Einzelreferate und Buchbesprechungen,,1922,journal article,Klinische Wochenschrift,00232173; 14321440,Springer Science and Business Media LLC,,W. Fischer; null Finkenrath; null Braun; W. Heubner; null Oppenheimer; null Starkenstein; null Wolff; null Weigert; null Neisser; null Deusch; null Preuss; null Eckstein; null Nick; null Westenhöfer; null Eisner; null Schmitz; null Prausnitz; null Seligmann; null Edens; null Koenigsfeld; null Griessbach; null Juliusberg; null Tobler; null Halberstaedter; null Buschke; null Jaffé; null Tonndorf; null Henning; null Mendel; null Köllner; null Kobrak; null Goldstein; null Vogel; null Sturmann; null Esch; null Nühsmann,,1,22,1117,1127,,,,,,,http://dx.doi.org/10.1007/bf01771569,,10.1007/bf01771569,,,0,,0
158-186-894-380-40X,Einzelreferate und Buchbesprechungen,,1923,journal article,Klinische Wochenschrift,00232173; 14321440,Springer Science and Business Media LLC,,E. Rehn; null Külbs; null Körte; null Abderhalden; null Griesbach; null Christeller; null Heyn; null Lewin; null Tobler; null Finkenrath; null Preuss; null Hellwig; H. Braun; null Schmitz; null Schiff; null Putter; A. Laqueur; null Vaternahm; null Lentz; null Herzfeld; null Eckstein; null Edens; null Staehelin; null Zinn; null Deusch; null Weigert; Emil Neisser; null Jaschke; null Neisser; null Adler; null Sellheim; null Schrader; null Kuhn; null Dietrich; null Koch; null Meyer; null Simon; null Eisner; null Friedemann; null Tobias; null Goldstein; null Vogel; null Steiner,,2,28,1324,1332,,,,,,,http://dx.doi.org/10.1007/bf01724641,,10.1007/bf01724641,,,0,,0
158-975-049-986-692,Einzelreferate und Buchbesprechungen,,1927,journal article,Klinische Wochenschrift,00232173; 14321440,Springer Science and Business Media LLC,,null Melchior; E. Joël; null Jonas; null Bernhardt; null Tobler; null Peiper; null Goldstein; null Grassheim; null Mendel; null Sperling; null Schübel; null Goldstein; null Oppenheimer; null Dietrich; null Schall; null Halberstaedter; null Finkenrath; null Deüsch; null Eisner-Behrend; null Deusch; null Griesbach; null Gottschalk; null Magnus- Alsleben; null Magnus-Alsleben; null Engel; null Koenigsfeld; null Preuss; null Herzfeld; null Weigert; Erich Langer; O. Wiener; G. Eisner; E. Heymann; W. Fischer; null Straus; null Goldstein; null Vogel; null Heyn; null Euler,,6,47,2248,2259,,,,,,,http://dx.doi.org/10.1007/bf01849770,,10.1007/bf01849770,,,0,,1
